"Restaurant Name","Address","City","State","Zipcode","Doordash ID","Contains images on Doordash","Reviews","Is it in the Woflow table","Is it in our database(DB)?","If in our DB, is it flagged?","If in our DB, does it have 3+ images?","If in our DB, how many ratings?"
"Taqueria Los Comales","3141 West 26th Street","Chicago","IL","60623","taqueria-los-comales-chicago-521565","Yes","45","No",""
"Sharks Fish and Chicken","101 East 51st Street","Chicago","IL","60615","sharks-fish-and-chicken-chicago-560583","No","18","No",""
"El Gran Burrito","5632 West North Avenue","Chicago","IL","60639","el-gran-burrito-chicago-445250","Yes","43","No",""
"Brightwok Kitchen","631 North State Street","Chicago","IL","60611","brightwok-kitchen-chicago-408362","Yes","414","No",""
"Chili's","1750 West 119th Street","Chicago","IL","60643","chili-s-grill-bar-chicago-339841","No","735","No",""
"Mikkey's Retro Grill","8126 South Stony Island Avenue","Chicago","IL","60617","mikkey-s-retro-grill-chicago-460327","Yes","229","No",""
"Chicken and Farm Shop","113 North Green Street","Chicago","IL","60607","chicken-and-farm-shop-chicago-220245","Yes","1396","No",""
"Ramen-San","219 North Green Street","Chicago","IL","60607","ramen-san-chicago-311878","Yes","944","No",""
"Chicago Bagel Authority","953 West Armitage Avenue","Chicago","IL","60614","chicago-bagel-authority-chicago-318681","Yes","955","No",""
"Porto's Peri Peri","1419 West Taylor Street","Chicago","IL","60607","porto-s-peri-peri-chicago-442416","Yes","139","No",""
"Cheesie's Pub and Grub","1365 North Milwaukee Avenue","Chicago","IL","60622","cheesies-pub-grub-chicago-433308","Yes","182","No",""
"Little Caesars Pizza - Chicago","3135 West Addison Street","Chicago","IL","60618","little-caesars-pizza-chicago-617814","Yes","0","No",""
"Brown Bag Seafood Co.","3400 North Lincoln Avenue","Chicago","IL","60657","brown-bag-seafood-co-chicago-288199","Yes","870","No",""
"Jibaritos on Harlem","3317 North Harlem Avenue","Chicago","IL","60634","jibaritos-on-harlem-chicago-587424","No","0","No",""
"Roti Modern Mediterranean","1000 West North Avenue","Chicago","IL","60642","roti-modern-mediterranean-chicago-385997","Yes","312","No",""
"Uncle Remus","4731 West Madison Street","Chicago","IL","60644","uncle-remus-chicago-491539","No","32","No",""
"Steingold's of Chicago","1840 West Irving Park Road","Chicago","IL","60613","steingold-s-of-chicago-chicago-140869","Yes","823","No",""
"Seashell Restaurants","1753 East 95th Street","Chicago","IL","60617","seashell-restaurant-chicago-327934","Yes","401","No",""
"Pokeworks","1017 Lake Street","Chicago","IL","60607","pokeworks-chicago-206198","Yes","937","No",""
"Harold's Shrimp and Chicken","518 West Harrison Street","Chicago","IL","60607","harold-s-shrimp-chicken-chicago-218620","Yes","551","No",""
"Potbelly","756 East 111th Street","Chicago","IL","60628","potbelly-sandwich-shop-chicago-367074","Yes","0","No",""
"House of Bing","6930 South South Shore Drive","Chicago","IL","60649","house-of-bing-chicago-149113","Yes","812","No",""
"Gianna's Pizza","1519 East 87th Street","Chicago","IL","60619","gianna-s-pizza-chicago-210681","Yes","398","No",""
"Rosati's Pizza Loop","176 North Wells Street","Chicago","IL","60606","rosati-s-chicago-401743","Yes","192","No",""
"Janson's Drive In","9900 South Western Avenue","Chicago","IL","60643","janson-s-drive-in-chicago-222292","Yes","832","No",""
"Dog Haus Biergarten Lincoln Park","2464 North Lincoln Avenue","Chicago","IL","60614","dog-haus-chicago-282639","Yes","321","No",""
"JJ fish and chicken-","6659 South Damen Avenue","Chicago","IL","60636","jj-fish-chicken-chicago-511920","Yes","86","No",""
"Boston Market","3020 North Ashland Avenue","Chicago","IL","60657","boston-market-chicago-430005","Yes","348","No",""
"Big Star","3640 North Clark Street","Chicago","IL","60613","big-star-chicago-398183","Yes","604","No",""
"Do-Rite Donuts","181 North Morgan Street","Chicago","IL","60607","do-rite-donuts-chicago-174442","Yes","1371","No",""
"Chicago Halal","2233 North Lincoln Avenue","Chicago","IL","60614","chicago-halal-chicago-483255","Yes","95","No",""
"Oberweis","3055 North Sheffield Avenue","Chicago","IL","60657","oberweis-ice-cream-dairy-store-chicago-470267","Yes","98","No",""
"Yolk","1819 West Division Street","Chicago","IL","60622","yolk-chicago-394639","Yes","366","No",""
"Cocula Restaurant","8847 South Commercial Avenue","Chicago","IL","60617","cocula-restaurant-chicago-327980","Yes","23","No",""
"Uncle Julio's","855 West North Avenue","Chicago","IL","60642","uncle-julio-s-chicago-612245","No","0","No",""
"Hearty Cafe Pancake House","9623 South Western Avenue","Chicago","IL","60643","hearty-cafe-pancake-house-chicago-327854","Yes","142","No",""
"IHOP","7601 South Cicero Avenue","Chicago","IL","60652","ihop-chicago-156589","Yes","150","No",""
"B.Good","825 North Sedgwick Street","Chicago","IL","60610","b-good-chicago-626122","Yes","0","No",""
"Yummy","3709 North Harlem Avenue","Chicago","IL","60634","yummy-chicago-456105","Yes","87","No",""
"Burger King","733 East 47th Street","Chicago","IL","60653","burger-king-chicago-137143","Yes","639","No",""
"Taco Bell","7856 South Stony Island Avenue","Chicago","IL","60649","taco-bell-chicago-532247","No","88","No",""
"Gyu-Kaku Japanese BBQ Restaurant","210 East Ohio Street","Chicago","IL","60611","gyu-kaku-japanese-bbq-chicago-431246","Yes","102","No",""
"Pop's Italian Beef","10337 South Kedzie Avenue","Chicago","IL","60655","pop-s-italian-beef-sausage-chicago-445368","Yes","80","No",""
"Veggie Grill","614 West Diversey Parkway","Chicago","IL","60614","veggie-grill-chicago-230344","Yes","1142","No",""
"McDonald's","1443 East 87th Street","Chicago","IL","60619","mcdonald-s-chicago-321235","No","302","No",""
"Nickys family Restaurant and pancake house","7829 South Western Avenue","Chicago","IL","60620","nickys-family-restaurant-and-pancake-house-chicago-422827","Yes","308","No",""
"Nando's PERi-PERi","117 East Lake Street","Chicago","IL","60601","nando-s-peri-peri-chicago-158196","Yes","772","No",""
"Egg-O-Holic","833 West Chicago Avenue","Chicago","IL","60642","egg-o-holic-chicago-455501","Yes","92","No",""
"Golden Nugget Pancake House","1765 West Lawrence Avenue","Chicago","IL","60640","golden-nugget-pancake-house-chicago-184028","Yes","371","No",""
"Chicago Waffles","1104 West Madison Street","Chicago","IL","60607","chicago-waffles-chicago-214570","Yes","500","No",""
"Wildfire","159 West Erie Street","Chicago","IL","60654","wildfire-chicago-132334","Yes","754","No",""
"Siri Indian Restaurant","1520 West Taylor Street","Chicago","IL","60607","siri-indian-restaurant-chicago-521124","No","0","No",""
"Big Wig Tacos & Burritos","770 North LaSalle Drive","Chicago","IL","60654","big-wig-tacos-burritos-chicago-183568","Yes","536","No",""
"Umami Burger","945 West Randolph Street","Chicago","IL","60607","umami-burger-chicago-273034","Yes","687","No",""
"Manee Thai Restaurant","3558 North Pulaski Road","Chicago","IL","60641","manee-thai-chicago-134456","Yes","482","No",""
"The Art of Pizza","3033 North Ashland Avenue","Chicago","IL","60657","the-art-of-pizza-chicago-409123","Yes","193","No",""
"Roots Handmade Pizza","2200 West Lawrence Avenue","Chicago","IL","60625","roots-handmade-pizza-chicago-179399","Yes","357","No",""
"Eggs, Inc. Cafe","680 North Lake Shore Drive","Chicago","IL","60611","eggs-inc-cafe-chicago-185554","Yes","530","No",""
"Jolly Pumpkin Pizzeria & Brewery","5215 South Harper Avenue","Chicago","IL","60615","jolly-pumpkin-pizzeria-brewery-chicago-179180","Yes","1","No",""
"Paco's Tacos Chicago","7059 South Halsted Street","Chicago","IL","60621","paco-s-tacos-chicago-chicago-572396","Yes","1","No",""
"New China 2","3533 North Western Avenue","Chicago","IL","60618","new-china-2-chicago-215916","Yes","120","No",""
"The Original Nicky's®","5801 South Kedzie Avenue","Chicago","IL","60629","the-original-nicky-s-chicago-549403","Yes","7","No",""
"Church's Chicken","6849 South Western Avenue","Chicago","IL","60636","church-s-chicken-chicago-232312","Yes","16","No",""
"Plenty Chinese Restaurant","2002 West Montrose Avenue","Chicago","IL","60618","plenty-chinese-restaurant-chicago-386161","Yes","300","No",""
"SUBWAY","5150 West Belmont Avenue","Chicago","IL","60641","subway-chicago-277530","Yes","417","No",""
"Papa John's - Store 03939","2101 East 71st Street","Chicago","IL","60649","papa-john-s-pizza-chicago-398097","Yes","204","No",""
"Niu Japanese Fusion","332 East Illinois Street","Chicago","IL","60611","niu-japanese-fusion-chicago-210765","Yes","491","No",""
"New China Express","718 East 87th Street","Chicago","IL","60619","new-china-express-chicago-367140","No","253","No",""
"Dimo's","3463 North Clark Street","Chicago","IL","60657","dimo-s-pizza-chicago-152633","Yes","452","No",""
"Razpachos Neveria","5611 South Pulaski Road","Chicago","IL","60629","razpachos-neveria-chicago-225916","Yes","347","No",""
"Eleven City DELI","1112 South Wabash Avenue","Chicago","IL","60605","eleven-city-deli-chicago-105018","Yes","1381","No",""
"The Full Slab","8340 South Stony Island Avenue","Chicago","IL","60617","the-full-slab-chicago-413549","Yes","216","No",""
"MOD Pizza","1000 West North Avenue","Chicago","IL","60642","mod-pizza-chicago-428316","Yes","75","No",""
"Papa Ray's","4757 North Sheridan Road","Chicago","IL","60640","papa-ray-s-pizza-wings-chicago-179282","Yes","177","No",""
"Zoku","1616 North Kedzie Avenue","Chicago","IL","60647","zoku-chicago-150685","Yes","455","No",""
"Huck Finn Restaurant","3414 South Archer Avenue","Chicago","IL","60608","huck-finn-restaurant-chicago-353686","No","73","No",""
"Conrad's Grill","1422 North Milwaukee Avenue","Chicago","IL","60622","conrad-s-grill-chicago-447999","Yes","87","No",""
"Buona Beef","804 West Washington Boulevard","Chicago","IL","60607","buona-chicago-425503","Yes","278","No",""
"AV Anthony's","4720 West 63rd Street","Chicago","IL","60629","av-anthony-s-chicago-335510","Yes","120","No",""
"The Hat Chicago","1604 West North Avenue","Chicago","IL","60622","the-hat-chicago-chicago-477529","No","61","No",""
"Sammy's Touch","1157 East 95th Street","Chicago","IL","60619","sammy-s-touch-chicago-335550","No","102","No",""
"BomboBar","832 West Randolph Street","Chicago","IL","60607","bombobar-chicago-179657","Yes","3","No",""
"Furious Spoon","2410 North Milwaukee Avenue","Chicago","IL","60647","furious-spoon-chicago-193619","Yes","633","No",""
"Italian Village","71 West Monroe Street","Chicago","IL","60603","italian-village-chicago-467870","Yes","75","No",""
"Yummy Thai","1418 West Taylor Street","Chicago","IL","60607","yummy-thai-chicago-179103","Yes","724","No",""
"Gorditas Aguascalientes","5249 South Kedzie Avenue","Chicago","IL","60632","gorditas-aguascalientes-chicago-335520","Yes","191","No",""
"Smoke Daddy","3636 North Clark Street","Chicago","IL","60613","the-smoke-daddy-chicago-619299","Yes","0","No",""
"Salad House","3176 North Broadway Street","Chicago","IL","60657","salad-house-chicago-163661","Yes","529","No",""
"Shinya Ramen House","3240 South Halsted Street","Chicago","IL","60608","shinya-ramen-house-chicago-431783","Yes","80","No",""
"Bulldog Ale House","6606 North Sheridan Road","Chicago","IL","60626","bulldog-ale-house-chicago-179781","Yes","69","No",""
"Oberois Indian Food","6407 North Bell Avenue","Chicago","IL","60645","oberois-indian-food-chicago-99192","Yes","441","No",""
"Benihana","875 North Michigan Avenue","Chicago","IL","60611","benihana-chicago-146981","Yes","628","No",""
"Ann Sather Restaurant","1147 West Granville Avenue","Chicago","IL","60660","ann-sather-chicago-179764","Yes","200","No",""
"Jamaica Jerk Villa Bar & Grill","2216 South Michigan Avenue","Chicago","IL","60616","jamaica-jerk-villa-bar-grill-chicago-179397","Yes","237","No",""
"Hoagy House","7116 South Yates Boulevard","Chicago","IL","60649","hoagy-house-chicago-132473","Yes","365","No",""
"Earl's BBQ","4835 North Austin Avenue","Chicago","IL","60630","earl-s-bbq-chicago-179711","Yes","334","No",""
"Niu B","888 South Michigan Avenue","Chicago","IL","60605","niu-b-chicago-183645","Yes","429","No",""
"Vapiano Miracle Mile","58 East Ontario Street","Chicago","IL","60611","vapiano-chicago-339738","Yes","145","No",""
"Sarpino's","1852 North Damen Avenue","Chicago","IL","60647","sarpino-s-pizzeria-chicago-296091","Yes","129","No",""
"Pizzaoki","926 West Diversey Parkway","Chicago","IL","60614","pizzaoki-chicago-487354","Yes","29","No",""
"Maria's Mexican Restaurant","1905 Harlem Avenue","Chicago","IL","60707","maria-s-mexican-restaurant-chicago-353697","Yes","170","No",""
"Taqueria La Haciendita","3322 West 47th Street","Chicago","IL","60632","la-haciendita-taqueria-chicago-549047","Yes","0","No",""
"Cozy Corner Restaurant and Pancake House","6349 North Clark Street","Chicago","IL","60660","cozy-corner-restaurant-and-pancake-house-chicago-156803","Yes","272","No",""
"Indian Swaad","500 West Madison Street","Chicago","IL","60661","indian-swaad-chicago-432874","Yes","78","No",""
"Antique Taco - Bridgeport","1000 West 35th Street","Chicago","IL","60609","antique-taco-chicago-178336","Yes","608","No",""
"Cookie Spin","4350 North Leavitt Street","Chicago","IL","60618","cookie-spin-chicago-448662","Yes","87","No",""
"La Mexicana Taqueria","815 West 35th Street","Chicago","IL","60609","la-mexicana-taqueria-chicago-247757","Yes","302","No",""
"Philly Bros","734 West Fullerton Avenue","Chicago","IL","60614","philly-bros-chicago-468084","Yes","100","No",""
"Capriotti's Sandwich Shop","171 North Aberdeen Street","Chicago","IL","60607","capriotti-s-sandwich-shop-chicago-244347","Yes","497","No",""
"Chicago Grilled Cheese and Mac Factory","1463 West Leland Avenue","Chicago","IL","60640","chicago-grilled-cheese-and-mac-factory-chicago-296134","Yes","301","No",""
"Great Steak","850 East 63rd Street","Chicago","IL","60637","great-steak-chicago-424633","Yes","262","No",""
"Meson Del Taco","3144 North Narragansett Avenue","Chicago","IL","60634","meson-del-taco-chicago-184137","Yes","114","No",""
"BIBIBOP DePaul","24 East Jackson Boulevard","Chicago","IL","60604","bibibop-asian-grill-chicago-277594","Yes","271","No",""
"Taco Max","4009 North Elston Avenue","Chicago","IL","60618","taco-max-chicago-403400","Yes","116","No",""
"Bombay Wraps","122 North Wells Street","Chicago","IL","60606","bombay-wraps-chicago-207767","Yes","228","No",""
"China Hut","2311 West Lawrence Avenue","Chicago","IL","60625","china-hut-chicago-132472","Yes","461","No",""
"Paradise Park","1913 West North Avenue","Chicago","IL","60622","paradise-park-chicago-386457","No","337","No",""
"Bar Siena","832 West Randolph Street","Chicago","IL","60607","bar-siena-chicago-179730","Yes","4","No",""
"Gorilla Sushi Bar on Clark","4617 North Clark Street","Chicago","IL","60640","gorilla-sushi-bar-on-clark-chicago-146271","Yes","331","No",""
"Clowns Pancake House","5804 South Western Avenue","Chicago","IL","60636","clowns-pancake-house-chicago-225883","Yes","61","No",""
"Big Sharks fish and chicken","7600 South Exchange Avenue","Chicago","IL","60649","big-sharks-fish-and-chicken-chicago-428437","Yes","221","No",""
"Pita Heaven","1250 South Michigan Avenue","Chicago","IL","60605","pita-heaven-chicago-576457","Yes","0","No",""
"Waldo Cooney's Pizza","2410 West 111th Street","Chicago","IL","60655","waldo-cooney-s-pizza-chicago-163605","Yes","307","No",""
"Taqueria La Paz","5052 West Armitage Avenue","Chicago","IL","60639","taqueria-la-paz-chicago-353340","Yes","169","No",""
"Happy Fish and Chicken","1951 West Garfield Boulevard","Chicago","IL","60636","happy-fish-and-chicken-chicago-544374","No","7","No",""
"Kitchen 17","3132 North Broadway Street","Chicago","IL","60657","kitchen-17-100-vegan-chicago-173830","No","656","No",""
"Yummy Yummy Asian Cuisine","2901 North Broadway","Chicago","IL","60657","yummy-yummy-asian-cuisine-chicago-474539","Yes","44","No",""
"Jj Fish","6814 South Stony Island Avenue","Chicago","IL","60649","jj-fish-chicago-643988","No","0","No",""
"Sprinkles Cupcakes","50 East Walton Street","Chicago","IL","60611","sprinkles-cupcakes-chicago-386021","Yes","195","No",""
"Red Lobster - 0277 Pulaski Rd - Chicago, IL","5201 South Pulaski Road","Chicago","IL","60632","red-lobster-chicago-337339","Yes","309","No",""
"Fat Chris' Pizza and Such","1706 West Foster Avenue","Chicago","IL","60640","fat-chris-s-pizza-and-such-chicago-173821","Yes","284","No",""
"Golden Chef Chinese Kitchen","3262 West North Avenue","Chicago","IL","60647","golden-chef-chinese-kitchen-chicago-470410","Yes","47","No",""
"IDOF","1129 West Taylor Street","Chicago","IL","60607","idof-chicago-214687","Yes","383","No",""
"Aba","302 North Green Street","Chicago","IL","60607","aba-chicago-444949","Yes","46","No",""
"Chucks Pizza","10121 South Western Avenue","Chicago","IL","60643","chucks-pizza-chicago-439755","Yes","101","No",""
"Lorenzo's of New York Pizza","926 West Diversey Parkway","Chicago","IL","60614","lorenzo-s-of-new-york-pizza-chicago-513834","Yes","8","No",""
"M Burger","5 West Ontario Street","Chicago","IL","60654","m-burger-chicago-442264","Yes","148","No",""
"Cornerstone Cafe Lincoln Park","2200 North Clybourn Avenue","Chicago","IL","60614","cornerstone-cafe-lincoln-park-chicago-489050","Yes","33","No",""
"Taqueria La Haciendita Kedzie","5151 South Kedzie Avenue","Chicago","IL","60632","taqueria-la-haciendita-kedzie-chicago-553826","No","0","No",""
"Corner Bakery","360 North Michigan Avenue","Chicago","IL","60601","corner-bakery-chicago-386921","No","75","No",""
"Burrito King","4754 West Belmont Avenue","Chicago","IL","60641","burrito-king-chicago-333425","Yes","177","No",""
"Lawrence's Fish & Shrimp","3242 West 87th Street","Chicago","IL","60652","lawrence-s-fish-shrimp-chicago-335519","Yes","0","No",""
"Subway","11629 South Halsted Street","Chicago","IL","60628","subway-chicago-537427","Yes","19","No",""
"The Budlong Hot Chicken","1008 West Armitage Avenue","Chicago","IL","60614","the-budlong-hot-chicken-chicago-263291","Yes","344","No",""
"La Pasadita","1140 North Ashland Avenue","Chicago","IL","60622","la-pasadita-chicago-445279","Yes","29","No",""
"AP Deli","1759 East 75th Street","Chicago","IL","60649","ap-deli-chicago-184233","Yes","0","No",""
"Pink Taco","431 North Wells Street","Chicago","IL","60654","pink-taco-chicago-385679","No","178","No",""
"Seadog Sushi Bar","1500 West Division Street","Chicago","IL","60642","seadog-sushi-bar-chicago-386153","Yes","167","No",""
"Irie Jerk Bar and Grill","3404 North Clark Street","Chicago","IL","60657","irie-jerk-bar-and-grill-chicago-145246","Yes","231","No",""
"Carbon Live Fire Mexican Grill","300 West 26th Street","Chicago","IL","60616","carbon-live-fire-mexican-grill-chicago-179737","Yes","1","No",""
"Sushi X","1136 West Chicago Avenue","Chicago","IL","60642","sushi-x-chicago-346291","Yes","234","No",""
"Central Gyros","3127 North Central Avenue","Chicago","IL","60634","central-gyros-chicago-179857","Yes","67","No",""
"New China Express","2101 East 71st Street","Chicago","IL","60649","new-china-express-chicago-519744","Yes","0","No",""
"TACO Maya","823 South State Street","Chicago","IL","60605","taco-maya-chicago-387439","Yes","128","No",""
"EJ Sushi","1406 West Grand Avenue","Chicago","IL","60642","ej-sushi-chicago-136689","Yes","552","No",""
"Xi'an Dynasty Cuisine","2218 North Lincoln Avenue","Chicago","IL","60614","xi-an-dynasty-cuisine-chicago-540234","Yes","4","No",""
"LB’S And Family","5451 West Madison Street","Chicago","IL","60644","lb-s-and-family-chicago-448979","Yes","51","No",""
"HONKY TONK BBQ","1213 West 18th Street","Chicago","IL","60608","honky-tonk-bbq-chicago-263296","Yes","269","No",""
"Top View Restaurant","4715 West 63rd Street","Chicago","IL","60629","top-view-restaurant-chicago-448830","Yes","61","No",""
"Timothy O'Toole's Pub","622 North Fairbanks Court","Chicago","IL","60611","timothy-o-toole-s-pub-chicago-389560","No","149","No",""
"Jersey Mike's Subs","200 West Monroe Street","Chicago","IL","60606","jersey-mike-s-subs-chicago-379014","Yes","9","No",""
"Taquería Los Comales","2148 North Milwaukee Avenue","Chicago","IL","60647","taqueria-los-comales-chicago-314957","Yes","254","No",""
"Naf Naf Grill","14 South Clinton Street","Chicago","IL","60661","naf-naf-grill-chicago-302477","Yes","206","No",""
"Blaze-N-Grill","6400 North Milwaukee Avenue","Chicago","IL","60631","blaze-n-grill-chicago-179574","Yes","112","No",""
"Rosati's Pizza","953 West Diversey Parkway","Chicago","IL","60614","rosati-s-pizza-chicago-261476","Yes","216","No",""
"Pizza Nova","5849 South Pulaski Road","Chicago","IL","60629","pizza-nova-chicago-225907","No","205","No",""
"Komorebi Sushi","1324 North Milwaukee Avenue","Chicago","IL","60622","komorebi-sushi-chicago-170990","Yes","477","No",""
"Poke Poke Lakeview","802 West Belmont Avenue","Chicago","IL","60657","poke-poke-chicago-269493","Yes","144","No",""
"Original Baba’s Famous Steak and Lemonade","3958 West Monroe Street","Chicago","IL","60624","original-baba-s-famous-steak-and-lemonade-chicago-455513","Yes","53","No",""
"Wings N Fins","1751 East 75th Street","Chicago","IL","60649","wings-n-fins-chicago-335620","Yes","6","No",""
"Barraco's","2105 West 95th Street","Chicago","IL","60643","barraco-s-pizza-chicago-327864","Yes","49","No",""
"Dunkin' Donuts","7905 South Cicero Avenue","Chicago","IL","60652","dunkin-chicago-156578","Yes","218","No",""
"PR Italian Bistro","3908 North Sheridan Road","Chicago","IL","60613","pr-italian-bistro-chicago-184101","Yes","192","No",""
"Village Pizza","2356 West Chicago Avenue","Chicago","IL","60622","village-pizza-chicago-457629","No","85","No",""
"Burrito Beach","500 West Madison Street","Chicago","IL","60661","burrito-beach-chicago-521619","Yes","1","No",""
"Devil Dawgs","1431 North Milwaukee Avenue","Chicago","IL","60622","devil-dawgs-chicago-445192","Yes","9","No",""
"Mr. Submarine","1525 West Fullerton Avenue","Chicago","IL","60614","mr-submarine-chicago-511563","Yes","39","No",""
"Shark Fish Restaurant","9800 South Halsted Street","Chicago","IL","60628","sharks-fish-chicken-chicago-327928","No","250","No",""
"Bar Cargo","605 North Wells Street","Chicago","IL","60654","bar-cargo-chicago-445473","No","30","No",""
"Bacci Pizzeria","2301 West Taylor Street","Chicago","IL","60612","bacci-pizzeria-chicago-493239","Yes","18","No",""
"El Garcia","7517 North Western Avenue","Chicago","IL","60645","el-garcia-chicago-194557","Yes","289","No",""
"El Paisano Tacos","2429 West Division Street","Chicago","IL","60622","el-paisano-tacos-chicago-146470","Yes","201","No",""
"Tempesta Market","1372 West Grand Avenue","Chicago","IL","60642","tempesta-market-chicago-442610","No","57","No",""
"Forastero Restaurant","449 West North Avenue","Chicago","IL","60610","forastero-restaurant-chicago-149122","Yes","274","No",""
"Rollapalooza","3344 North Halsted Street","Chicago","IL","60657","rollapalooza-chicago-256018","Yes","276","No",""
"KAYBEE's Indian Flavor","1234 North Halsted Street","Chicago","IL","60642","kaybee-s-indian-flavor-chicago-389038","Yes","124","No",""
"Flagship Tavern & Grill","1622 West Belmont Avenue","Chicago","IL","60657","flagship-tavern-and-grill-chicago-173090","Yes","335","No",""
