"Restaurant Name","Address","City","State","Zipcode","Doordash ID","Contains images on Doordash","Reviews","Is it in the Woflow table","Is it in our database(DB)?","If in our DB, is it flagged?","If in our DB, does it have 3+ images?","If in our DB, how many ratings?"
"Pops Italian Beef & Sausage","277 South Weber Road","Romeoville","IL","60446","pops-italian-beef-sausage-romeoville-445382","Yes","3","No",""
"Spunky Dunkers Donuts","20 South Northwest Highway","Palatine","IL","60074","spunky-dunkers-donuts-palatine-359097","Yes","55","No",""
"Papa Saverio's Pizza","1350 East Chicago Street","Elgin","IL","60120","papa-saverio-s-pizzeria-elgin-166017","Yes","122","No",""
"Bellalukes of Lake Zurich","193 South Rand Road","Lake Zurich","IL","60047","bellalukes-lake-zurich-162883","Yes","94","No",""
"El Balcon Restaurant","291 North Bolingbrook Drive","Bolingbrook","IL","60440","el-balcon-mexican-restaurant-bolingbrook-162335","Yes","119","No",""
"Francesca's Famiglia","100 East Station Street","Barrington","IL","60010","francesca-s-barrington-256035","Yes","176","No",""
"That Burger Joint","Unnamed Road","Naperville","IL","60564","that-burger-joint-naperville-162317","Yes","45","No",""
"Roosters Bar n Grill","122 West Lake Street","Bloomingdale","IL","60108","roosters-bar-n-grill-bloomingdale-162412","Yes","332","No",""
"Molly’s Cupcakes","30 West Jefferson Avenue","Naperville","IL","60540","molly-s-cupcakes-naperville-647300","Yes","0","No",""
"Subway","1017 Essington Road","Joliet","IL","60435","subway-joliet-420637","Yes","110","No",""
"On The Border","3050 East Main Street","St Charles","IL","60174","on-the-border-st-charles-100762","Yes","318","No",""
"Lake House","850 Tower Drive","Lake Villa","IL","60046","lake-house-lake-villa-214354","No","100","No",""
"Bella Luke's","107 East State Road","Island Lake","IL","60042","bella-luke-s-island-lake-214355","Yes","167","No",""
"Pita Zone","497 South Weber Road","Bolingbrook","IL","60490","pita-zone-bolingbrook-317862","Yes","139","No",""
"Sushi Ya","2721 West Jefferson Street","Joliet","IL","60435","sushi-ya-joliet-170181","No","101","No",""
"Lao Sze Chuan Aurora","4309 East New York Street","Aurora","IL","60504","lao-sze-chuan-aurora-654147","No","0","No",""
"Ambrosia Greek Eatery","892 Illinois 59","Bartlett","IL","60103","ambrosia-greek-eatery-bartlett-247758","Yes","199","No",""
"Red Lobster","3001 Finley Road","Downers Grove","IL","60515","red-lobster-downers-grove-336626","Yes","179","No",""
"Dunkin' Donuts","955 Brook Forest Avenue","Shorewood","IL","60404","dunkin-shorewood-156471","Yes","201","No",""
"Pop's Italian Beef","16600 West 159th Street","Lockport","IL","60441","pop-s-italian-beef-sausage-lockport-444997","Yes","0","No",""
"Maxfields Pancake House & Restaurant","700 East Schaumburg Road","Schaumburg","IL","60194","maxfield-s-pancakehouse-schaumburg-162369","Yes","34","No",""
"Smile of Siam Thai Restaurant","805 West Jefferson Street","Shorewood","IL","60404","smile-of-siam-thai-restaurant-shorewood-161409","Yes","160","No",""
"Thai Orchid Restaurant","2460 South Eola Road","Aurora","IL","60503","thai-orchid-restaurant-aurora-162857","No","168","No",""
"Muldoons Irish Pub","333 West Front Street","Wheaton","IL","60187","muldoon-s-wheaton-397215","Yes","86","No",""
"Uncle Julio's","1831 Abriter Court","Naperville","IL","60563","uncle-julio-s-naperville-612252","No","0","No",""
"Mandarin Bistro","156 East Lake Street","Bloomingdale","IL","60108","mandarin-bistro-bloomingdale-162582","Yes","69","No",""
"Minami","716 South Barrington Road","Streamwood","IL","60107","minami-streamwood-445037","No","21","No",""
"Dog N Suds","454 Center Street","Grayslake","IL","60030","dog-n-suds-grayslake-217135","Yes","58","No",""
"The Lucky Monk","105 Hollywood Boulevard","South Barrington","IL","60010","the-lucky-monk-south-barrington-145137","Yes","234","No",""
"Ichiban Sushi","2950 Finley Road","Downers Grove","IL","60515","ichiban-sushi-downers-grove-154040","Yes","139","No",""
"Peking Chinese Food","250 East Geneva Road","Wheaton","IL","60187","peking-chinese-food-wheaton-162670","Yes","76","No",""
"Crystal Lake Rib House","540 East Terra Cotta Avenue","Crystal Lake","IL","60014","crystal-lake-rib-house-crystal-lake-156915","Yes","85","No",""
"Schmaltz Delicatessen","1512 North Naper Boulevard","Naperville","IL","60563","schmaltz-deli-naperville-282623","Yes","174","No",""
"Amigas Restaurant","2109 Bloomingdale Road","Glendale Heights","IL","60139","amigas-restaurant-glendale-heights-162441","Yes","87","No",""
"Sampurna's Indian Flavor","847 East Algonquin Road","Schaumburg","IL","60173","sampurna-s-indian-flavor-schaumburg-158185","Yes","134","No",""
"Baker Hill Pancake House","1279 Dundee Avenue","Elgin","IL","60120","baker-hill-pancake-house-elgin-170092","No","139","No",""
"The Patroons","4005 Kane Avenue","McHenry","IL","60050","the-patroons-mchenry-214365","Yes","28","No",""
"Red Apple Pancake House","414 South Schmale Road","Carol Stream","IL","60188","red-apple-pancake-house-carol-stream-140034","Yes","239","No",""
"Jefa Tacos","1555 Butterfield Road","Aurora","IL","60502","jefa-tacos-aurora-398203","Yes","234","No",""
"Noodles Pho U","546 East Boughton Road","Bolingbrook","IL","60440","noodles-pho-u-bolingbrook-162643","Yes","87","No",""
"Richards Chicken","900 West Rollins Road","Round Lake Beach","IL","60073","richards-chicken-round-lake-beach-422822","Yes","90","No",""
"Nick's Red Hots","4408 East New York Street","Aurora","IL","60504","nick-s-red-hots-aurora-aurora-162565","Yes","182","No",""
"China Style","650 Illinois 22","Lake Zurich","IL","60047","china-style-lake-zurich-456244","Yes","106","No",""
"Rosati's Pizza","12720 Illinois 59","Plainfield","IL","60544","rosati-s-pizza-plainfield-409169","No","2","No",""
"Raul's Burrito Express","112 East Liberty Street","Wauconda","IL","60084","raul-s-burrito-express-wauconda-214422","No","227","No",""
"Wild Rice Sushi & Grill","614 East Ogden Avenue","Naperville","IL","60563","wild-rice-sushi-grill-e-ogden-ave-naperville-302483","No","152","No",""
"Dickeys Barbecue Pit","1242 West Boughton Road","Bolingbrook","IL","60440","dickey-s-barbecue-pit-bolingbrook-576611","No","0","No",""
"Brick House Tavern + Tap","1461 Butterfield Road","Downers Grove","IL","60515","brick-house-tavern-tap-downers-grove-396727","Yes","68","No",""
"Papa John's - Store 01183","1276 Illinois 83","Grayslake","IL","60030","papa-john-s-pizza-grayslake-423369","Yes","74","No",""
"Claim Jumper","2610 Sutton Road","Hoffman Estates","IL","60192","claim-jumper-hoffman-estates-537410","Yes","12","No",""
"Pita Pita Mediterranean Grill","4613 West Higgins Road","Hoffman Estates","IL","60192","pita-pita-mediterranean-grill-hoffman-estates-162165","Yes","138","No",""
"Giovan's Jr.","2308 Illinois 59","Plainfield","IL","60586","giovan-s-jr-plainfield-309508","Yes","27","No",""
"Subway","1920 87th Street","Woodridge","IL","60517","subway-woodridge-403300","Yes","89","No",""
"Colonial Cafe","1625 East Main Street","St Charles","IL","60174","colonial-cafe-st-charles-220251","Yes","195","No",""
"Jerseys Pizza & Grill","2360 Lakewood Boulevard","Hoffman Estates","IL","60192","jerseys-pizza-grill-hoffman-estates-157321","Yes","87","No",""
"Taqueria los 2 brothers","2011 Irving Park Road","Hanover Park","IL","60133","taqueria-los-2-brothers-hanover-park-247709","Yes","112","No",""
"Crab & Spice","6740 Illinois 53","Woodridge","IL","60517","crab-spice-woodridge-137103","Yes","253","No",""
"Bonefish Grill","180 South Roselle Road","Schaumburg","IL","60193","bonefish-grill-schaumburg-441799","Yes","72","No",""
"Godavari","167 West Golf Road","Schaumburg","IL","60195","godavari-schaumburg-366060","Yes","76","No",""
"Gen Hoe Restaurant","537 East State Street","Geneva","IL","60134","gen-hoe-restaurant-geneva-137579","No","64","No",""
"Tacos El Norte","213 South Rand Road","Lake Zurich","IL","60047","tacos-el-norte-lake-zurich-162892","No","27","No",""
"Taquerias Atotonilco","500 East Cass Street","Joliet","IL","60432","taquerias-atotonilco-joliet-445316","No","0","No",""
"Fill A Pita","1332 75th Street","Downers Grove","IL","60516","fill-a-pita-downers-grove-549206","No","0","No",""
"Baskin Robbins 342052","817 East Belvidere Road","Grayslake","IL","60030","baskin-robbins-grayslake-374406","Yes","13","No",""
"Delicia Mexican Grill","12337 Illinois 59","Plainfield","IL","60585","delicia-mexican-grill-plainfield-175932","Yes","81","No",""
"Honkaku sushi","19 East North Avenue","Glendale Heights","IL","60139","honkaku-sushi-glendale-heights-488471","No","20","No",""
"Country House","2095 South Kirk Road","Geneva","IL","60134","country-house-geneva-111599","No","302","No",""
"Taco & Burrito Express","518 State Route 31","McHenry","IL","60050","taco-burrito-express-mchenry-214340","No","108","No",""
"Taps N Tenders","3320 Illinois 59","Naperville","IL","60564","taps-n-tenders-naperville-518304","Yes","5","No",""
"Frato's Culinary Kitchen","628 South Roselle Road","Schaumburg","IL","60193","frato-s-culinary-kitchen-schaumburg-309493","Yes","49","No",""
"Steak Burrito","84 Stratford Drive","Bloomingdale","IL","60108","steak-burrito-bloomingdale-162253","No","91","No",""
"Little China","480 North Weber Road","Plainfield","IL","60544","little-china-plainfield-623249","No","0","No",""
"Stucky's Bar and Grille","4000 North Johnsburg Road","Johnsburg","IL","60051","stucky-s-bar-and-grille-johnsburg-214331","Yes","87","No",""
"Burrito Express","15 U.S. 12","Fox Lake","IL","60020","burrito-express-fox-lake-214372","No","123","No",""
"Indian Bistro","732 East Dundee Road","Palatine","IL","60074","indian-bistro-palatine-162858","Yes","116","No",""
"North of the Border","961 Illinois 59","Bartlett","IL","60103","north-of-the-border-bartlett-256058","Yes","175","No",""
"Mai Thai Cafe","140 North Main Street","Wheaton","IL","60187","mai-thai-cafe-wheaton-146045","No","344","No",""
"Franky's","1250 West Lake Street","Addison","IL","60101","franky-s-addison-485163","Yes","24","No",""
"La Pizza Via","914 Illinois 22","Fox River Grove","IL","60021","la-pizza-via-fox-river-grove-439735","Yes","46","No",""
"Toom Toom Thai Restaurant","23 South Grove Avenue","Elgin","IL","60120","toom-toom-thai-restaurant-elgin-156947","Yes","110","No",""
"Mother's Pancake House & Restaurant","3755 East Main Street","St. Charles","IL","60174","mother-s-pancake-house-restaurant-st-charles-403938","Yes","64","No",""
"Lemon Shark Poke","135 Danada Square East","Wheaton","IL","60189","lemonshark-poke-and-tap-house-wheaton-570678","No","0","No",""
"China Star","360 West Schick Road","Bloomingdale","IL","60108","china-star-bloomingdale-162488","Yes","116","No",""
"Spanky's Gyros III","51 East National Street","Elgin","IL","60120","spanky-s-gyros-iii-elgin-170143","Yes","56","No",""
"My Cocina Mexican Grill","16 North Bartlett Road","Streamwood","IL","60107","my-cocina-streamwood-445194","Yes","10","No",""
"Sarpino's","322 West Army Trail Road","Bloomingdale","IL","60108","sarpino-s-pizzeria-bloomingdale-100786","Yes","88","No",""
"Roost 59","37669 Illinois 59","Lake Villa","IL","60046","roost-59-lake-villa-214431","No","99","No",""
"Tacochela","2321 Ogden Avenue","Downers Grove","IL","60515","tacochela-downers-grove-641304","Yes","0","No",""
"Pop’s Pizza","817 East Nerge Road","Roselle","IL","60172","pop-s-pizza-roselle-564197","Yes","1","No",""
"Taqueria Maya","1516 West Algonquin Road","Palatine","IL","60067","taqueria-maya-palatine-162743","Yes","180","No",""
"KenKou Sushi Bar & Fusion","43 South Sutton Road","Streamwood","IL","60107","kenkou-sushi-hibachi-streamwood-405574","Yes","122","No",""
"Tilted Kilt Pub & Eatery","1051 South Weber Road","Bolingbrook","IL","60490","tilted-kilt-pub-eatery-bolingbrook-397891","No","98","No",""
"Shikara","1620 75th Street","Downers Grove","IL","60516","shikara-downers-grove-137059","Yes","64","No",""
"Paradise Biryani Pointe","927 West Golf Road","Schaumburg","IL","60194","paradise-biryani-pointe-schaumburg-162464","Yes","62","No",""
"Old Town Pizza Co","514 North Illinois Route 31","McHenry","IL","60050","old-town-pizza-co-mchenry-214410","No","0","No",""
"County Donuts","1218 South Roselle Road","Schaumburg","IL","60193","county-donuts-schaumburg-230352","Yes","137","No",""
"Naf Naf Grill","1715 East Golf Road","Schaumburg","IL","60173","naf-naf-grill-schaumburg-396274","Yes","103","No",""
"Chiggy's Gyros","165 West Northwest Highway","Palatine","IL","60067","chiggy-s-gyros-palatine-179075","Yes","186","No",""
"Chopstix Chinese Restaurant","2140 East Grand Avenue","Lindenhurst","IL","60046","chopstix-chinese-restaurant-lindenhurst-217133","No","180","No",""
"Fire and Wine","433 North Main Street","Glen Ellyn","IL","60137","fire-wine-glen-ellyn-619906","No","0","No",""
"Egg'lectic Cafe","145 North Hale Street","Wheaton","IL","60187","egg-lectic-cafe-wheaton-162294","Yes","129","No",""
"Burrito Parrilla Mexicana","1500 Maple Avenue","Lisle","IL","60532","burrito-parrilla-mexicana-lisle-162735","No","259","No",""
"China Yan","417 Illinois 173","Antioch","IL","60002","china-yan-antioch-327828","No","72","No",""
"La Hacienda De Los Fernandez","21520 West Field Parkway","Deer Park","IL","60010","la-hacienda-de-los-fernandez-deer-park-162320","Yes","47","No",""
"Tony Corniciones","1200 Main Street","Antioch","IL","60002","tony-corniciones-antioch-624832","Yes","0","No",""
"Tony's Streamers","27 W 213 Geneva Road","Winfield","IL","60190","tony-s-steamers-winfield-162778","Yes","148","No",""
"Which Wich","136 South Gary Avenue","Bloomingdale","IL","60108","which-wich-bloomingdale-261348","Yes","155","No",""
"Romanesco's Italian Eatery","103 North 1st Street","Cary","IL","60013","romanesco-s-italian-eatery-cary-170078","Yes","87","No",""
"Kumi Sushi","1145 South Illinois Route 31","Crystal Lake","IL","60014","kumi-sushi-crystal-lake-170164","No","96","No",""
"Silver Spoon Restaurant","1601 West Jefferson Street","Joliet","IL","60435","silver-spoon-restaurant-joliet-170171","Yes","37","No",""
"Taj Mahal Indian Restaurant","802 West Army Trail Road","Carol Stream","IL","60188","taj-mahal-indian-restaurant-carol-stream-carol-stream-162610","No","70","No",""
"Hacienda El Dorado","817 Montgomery Road","Montgomery","IL","60538","hacienda-el-dorado-montgomery-441767","Yes","74","No",""
"Pita House Restaurant","300 West Higgins Road","Schaumburg","IL","60195","pita-house-restaurant-schaumburg-162137","Yes","30","No",""
"Freedom Brothers Pizzeria & Alehouse","11914 Illinois 59","Plainfield","IL","60585","freedom-brothers-pizzeria-alehouse-plainfield-165906","Yes","10","No",""
"Sizzling Wok","837 East Algonquin Road","Schaumburg","IL","60173","sizzling-wok-schaumburg-162326","No","4","No",""
"Casa Margarita","1341 Butterfield Road","Downers Grove","IL","60515","casa-margarita-downers-grove-441345","Yes","64","No",""
"Hunan Gourmet","529 Auburn Drive","Island Lake","IL","60042","hunan-gourmet-island-lake-214330","No","27","No",""
"Lili Sushi","161 South Schmale Road","Carol Stream","IL","60188","lili-sushi-carol-stream-315032","Yes","97","No",""
"Billy's Beef Hot Dogs","2020 U.S. 12","Spring Grove","IL","60081","billy-s-beef-hot-dogs-spring-grove-327837","No","0","No",""
"Taco Burrito King","23836 West Eames Street","Channahon","IL","60410","taco-burrito-king-channahon-425514","Yes","51","No",""
"Mr. Broast","2202 Ogden Avenue","Aurora","IL","60504","mr-broast-aurora-165922","Yes","35","No",""
"Alejandro's Mexican Restaurant","163 West Belvidere Road","Round Lake","IL","60073","alejandro-s-mexican-restaurant-round-lake-327825","No","96","No",""
"Doc Watson's Smokehouse","444 North Weber Road","Plainfield","IL","60544","doc-watson-s-smokehouse-plainfield-256072","Yes","174","No",""
"Kinta Sushi","135 Hiawatha Drive","Carol Stream","IL","60188","kinta-sushi-carol-stream-162812","No","168","No",""
"Chuan Le Restaurant","850 East Ogden Avenue","Naperville","IL","60563","chuan-le-restaurant-naperville-469036","Yes","22","No",""
"El Faro","9 North State Street","Elgin","IL","60123","el-faro-elgin-165808","No","111","No",""
"Vini's","743 West Palatine Road","Palatine","IL","60067","vini-s-palatine-162362","Yes","141","No",""
"Marco's Pizza","223 South Main Street","Bartlett","IL","60103","marco-s-pizza-bartlett-350744","Yes","34","No",""
"M Burger","1650 Premium Outlet Boulevard","Aurora","IL","• 60504","m-burger-aurora-148548","Yes","274","No",""
"Kobe of Japan","783 West State Route 22","Lake Zurich","IL","60047","kobe-of-japan-lake-zurich-162824","Yes","168","No",""
"Catrinas Mex","20 West Jackson Street","Joliet","IL","60432","catrinas-mex-joliet-515176","Yes","3","No",""
"KFC","116 North Larkin Avenue","Joliet","IL","60435","kfc-joliet-156782","Yes","126","No",""
"Ellie's Deli","924 West 75th Street","Naperville","IL","60565","ellie-s-deli-naperville-439647","Yes","58","No",""
"Hachi Japanese Grill & Sushi","1461 West Palatine Road","Hoffman Estates","IL","60192","hachi-japanese-grill-sushi-hoffman-estates-162188","Yes","23","No",""
"Rosatis Pizza","712 South Northwest Highway","Barrington","IL","60010","rosati-s-barrington-337078","Yes","59","No",""
"129 Center Cut","129 Center Street","Grayslake","IL","60030","129-center-cut-grayslake-214314","No","140","No",""
"Shrimpy's","4416 East New York Street","Aurora","IL","60504","shrimpy-s-aurora-162155","Yes","71","No",""
"Lalo's","425 South Roselle Road","Schaumburg","IL","60193","lalo-s-mexican-restaurant-schaumburg-162498","Yes","56","No",""
"Kizuna Sushi Bistro","1212 Roosevelt Road","Glen Ellyn","IL","60137","kizuna-sushi-bistro-glen-ellyn-282910","Yes","91","No",""
"Fatty Magoo's Bar & Eatery","551 South Bolingbrook Drive","Bolingbrook","IL","60440","fatty-magoo-s-bar-eatery-bolingbrook-175944","Yes","217","No",""
"Cassano's Pizzeria","421 East Ogden Avenue","Naperville","IL","60563","cassano-s-pizzeria-naperville-162722","Yes","20","No",""
"Fratellos 2","3301 Kirchoff Road","Rolling Meadows","IL","60008","fratellos-2-rolling-meadows-403716","Yes","57","No",""
"Egg Basket Pancake House","880 South Barrington Road","Streamwood","IL","60107","egg-basket-pancake-house-streamwood-445525","Yes","0","No",""
"JK Kabab","572 Weston Ridge Drive","Naperville","IL","60563","jk-kabab-naperville-530094","Yes","9","No",""
"Jerrie's Dogs & More","1003 Essington Road","Joliet","IL","60435","jerrie-s-dogs-more-joliet-165895","Yes","33","No",""
"Nature's Best Cafe","1904 Brookdale Road","Naperville","IL","60563","nature-s-best-cafe-naperville-148131","Yes","126","No",""
"Cold Stone Creamery","20330 North Deer Park Boulevard","Deer Park","IL","60010","cold-stone-creamery-deer-park-647315","Yes","0","No",""
"Artistic Cuisine","16 South Bothwell Street","Palatine","IL","60067","artistic-cuisine-palatine-471249","Yes","20","No",""
"Maciano's Pizza & Pastaria","2460 South Eola Road","Aurora","IL","60503","maciano-s-pizza-pastaria-aurora-165897","No","4","No",""
"Taco Real","155 Hiawatha Drive","Carol Stream","IL","60188","taco-real-carol-stream-106305","Yes","114","No",""
"Jc Sake","3843 East Main Street","St Charles","IL","60174","jc-sake-st-charles-137588","No","96","No",""
"Benihana","1200 East Higgins Road","Schaumburg","IL","60173","benihana-schaumburg-211670","Yes","127","No",""
"Pub 56","1555 Butterfield Road","Aurora","IL","60502","pub-56-aurora-162516","Yes","126","No",""
"Front Street Cantina","15120 Des Plaines St","Plainfield","IL","60544","front-street-cantina-plainfield-165917","Yes","62","No",""
"Lu's Sushi & Chinese","2001 South Naperville Road","Wheaton","IL","60189","lu-s-sushi-chinese-wheaton-137108","No","76","No",""
"Algonquin Sub Shop","105 Filip Street","Algonquin","IL","60102","algonquin-sub-shop-algonquin-156851","No","246","No",""
"Dragon Light Restaurant","1809 North Larkin Avenue","Crest Hill","IL","60403","dragon-light-restaurant-crest-hill-445380","No","21","No",""
"The Burger Life","1570 West Ogden Avenue","Naperville","IL","60540","the-burger-life-naperville-175317","Yes","256","No",""
"Sporty's Chicken & Beef","448 West Army Trail Road","Bloomingdale","IL","60108","sporty-s-chicken-beef-bloomingdale-163561","Yes","125","No",""
"Tasty Sushi","630 Northwest Highway","Cary","IL","60013","tasty-sushi-cary-593430","No","0","No",""
"Auntie Annes","1100 Fox Valley Center Road","Aurora","IL","60504","auntie-anne-s-pretzels-aurora-477478","Yes","21","No",""
"Villaggio Ristorante","1242 Lake Street","Roselle","IL","60172","villaggio-ristorante-roselle-162331","Yes","223","No",""
"Diamond Deli & Wine","33 U.S. 12","Fox Lake","IL","60020","diamond-deli-wine-fox-lake-263217","Yes","118","No",""
"Mr Burger","112 North Bolingbrook Drive","Bolingbrook","IL","60440","mr-burger-bolingbrook-635354","Yes","0","No",""
"La Taqueria","1818 West Army Trail Road","Hanover Park","IL","60133","la-taqueria-hanover-park-162668","No","159","No",""
"KFC","440 West Rollins Road","Round Lake Beach","IL","60073","kfc-round-lake-beach-390676","Yes","82","No",""
"Pizza For U","970 East 9th Street","Lockport","IL","60441","pizza-for-u-lockport-288233","Yes","102","No",""
"La Hacienda de Roselle","35 West Irving Park Road","Roselle","IL","60172","la-hacienda-de-roselle-roselle-162604","No","158","No",""
"Tommy's Red Hots","4116 West Elm Street","McHenry","IL","60050","tommy-s-red-hots-mchenry-214373","No","112","No",""
"Passero's Pizza","5328 Route 53","Lisle","IL","60532","passeros-pizza-lisle-204315","Yes","177","No",""
"Rosati's Shorewood","707 West Jefferson Street","Shorewood","IL","60404","rosati-s-shorewood-shorewood-173214","No","99","No",""
"Golden Chopsticks Restaurant","361 South Bolingbrook Drive","Bolingbrook","IL","60440","golden-chopsticks-restaurant-bolingbrook-187749","No","96","No",""
"Aurelio's Pizza","1975 Springbrook Square Drive","Naperville","IL","60564","aurelio-s-pizza-naperville-154603","Yes","8","No",""
"Chang's Garden","25520 Pheasant Lane","Channahon","IL","60410","chang-s-garden-channahon-398899","No","5","No",""
"La Huerta 5","4605 West Elm Street","McHenry","IL","60050","la-huerta-5-mchenry-214349","No","80","No",""
"Steve Buresh's Cheesecake Store","14210 U.S. 30","Plainfield","IL","60544","steve-buresh-s-cheesecake-store-rt-30-plainfield-173271","Yes","148","No",""
"Crave","24020 West 119th Street","Plainfield","IL","60585","crave-plainfield-612454","No","0","No",""
"Dulce Vida Juice Bar","2003 Irving Park Road","Hanover Park","IL","60133","dulce-vida-juice-bar-hanover-park-162251","Yes","47","No",""
"Thai House","575 East Dundee Road","Palatine","IL","60074","thai-house-palatine-162838","Yes","89","No",""
"Starbucks","2210 North Richmond Road","McHenry","IL","60051","starbucks-mchenry-232224","No","58","No",""
"J Beez","976 West Army Trail Road","Carol Stream","IL","60188","j-beez-carol-stream-512048","Yes","20","No",""
"Brown's Chicken","660 South Washington Street","Naperville","IL","60540","brown-s-chicken-naperville-319892","Yes","136","No",""
"Lucky Bamboo Asian Cuisine","2304 Illinois 59","Plainfield","IL","60586","lucky-bamboo-asian-cuisine-plainfield-165783","No","186","No",""
"Chef Bo's Green Garden","1241 South Rand Road","Lake Zurich","IL","60047","chef-bo-s-green-garden-lake-zurich-162302","No","55","No",""
"Grandma's Wine Bar and Deli","28924 Illinois 120","Lakemoor","IL","60051","grandma-s-wine-bar-and-deli-lakemoor-214438","No","40","No",""
"Tore & Lukes","1960 North Rand Road","Palatine","IL","60074","tore-luke-s-palatine-635656","Yes","0","No",""
"Blueberry Hill Pancake House","405 North Eola Road","Aurora","IL","60502","blueberry-hill-breakfast-cafe-aurora-359925","No","25","No",""
"Fontina's Italian Kitchen","1767 Ogden Avenue","Naperville","IL","60540","fontina-s-italian-kitchen-naperville-137133","No","19","No",""
"Golden Sea Chop Suey","2908 Ogden Avenue","Aurora","IL","60504","golden-sea-chop-suey-aurora-170249","No","145","No",""
"Charley's Philly Steaks","1650 Premium Outlet Boulevard","Aurora","IL","60502","charleys-philly-steaks-aurora-540074","Yes","10","No",""
"Tastee Bites","2953 West Jefferson Street","Joliet","IL","60435","tastee-bites-joliet-445131","No","4","No",""
"Savory Salads","215 North Hough Street","Barrington","IL","60010","savory-salads-barrington-162614","Yes","54","No",""
"Panda Chinese Restaurant","845 East Belvidere Road","Grayslake","IL","60030","panda-chinese-restaurant-grayslake-214414","No","78","No",""
"Oishi Sushi","325 South Barrington Road","Schaumburg","IL","60193","oishi-sushi-schaumburg-460324","No","21","No",""
"El Paraiso","415 Summit Street","Elgin","IL","60120","el-paraiso-elgin-165794","No","146","No",""
"Bar Louie","1160 Plaza Drive","Schaumburg","IL","60173","bar-louie-schaumburg-146531","Yes","3","No",""
"Galati's Hideaway","800 Feinberg Court","Cary","IL","60013","galati-s-hideaway-cary-165928","No","29","No",""
"Broken Yolk Cafe","12618 Illinois 59","Plainfield","IL","60585","broken-yolk-cafe-plainfield-389166","Yes","54","No",""
"Kong Ming Chinese Restaurant","788 South Rand Road","Lake Zurich","IL","60047","kong-ming-chinese-restaurant-lake-zurich-460313","Yes","15","No",""
"Scotty's Hotdogs","1016 North Cedar Lake Road","Round Lake Beach","IL","60073","scotty-s-hotdogs-round-lake-beach-214321","No","91","No",""
"Hong Kong Chef Chinese Carryout","533 South 8th Street","West Dundee","IL","60118","hong-kong-chef-chinese-carryout-west-dundee-170077","No","93","No",""
"Express Nutrition LLC","825 South Rand Road","Lake Zurich","IL","60047","express-nutrition-llc-lake-zurich-328066","Yes","11","No",""
"Fiesta del Mar Restaurant","190 North Barrington Road","Streamwood","IL","60107","fiesta-del-mar-restaurant-streamwood-309177","Yes","66","No",""
"Diamond's Restaurant and Bar","16529 West 159th Street","Lockport","IL","60441","diamond-s-restaurant-and-bar-lockport-387472","Yes","113","No",""
